0,0.61153,0.16286,0.58909
-0.61153,0,-0.35872,-0.013037
-0.16286,0.35872,0,0.34355
-0.58909,0.013037,-0.34355,0
0,-0.022921,-0.18517,0.42938
0.022921,0,-0.15446,0.43128
0.18517,0.15446,0,0.56288
-0.42938,-0.43128,-0.56288,0
0,0.3537,0.47421,0.344
-0.3537,0,0.25222,0.10486
-0.47421,-0.25222,0,-0.10157
-0.344,-0.10486,0.10157,0
0,0.21073,1.0196,0.62163
-0.21073,0,0.79207,0.3873
-1.0196,-0.79207,0,-0.46082
-0.62163,-0.3873,0.46082,0
0,0.053243,0.44375,0.3372
-0.053243,0,0.46673,0.33653
-0.44375,-0.46673,0,-0.10274
-0.3372,-0.33653,0.10274,0
0,0.57488,1.0534,0.53416
-0.57488,0,0.39277,-0.11904
-1.0534,-0.39277,0,-0.58358
-0.53416,0.11904,0.58358,0
0,2.0723,1.7526,0.38971
-2.0723,0,-0.39578,-1.4767
-1.7526,0.39578,0,-1.1682
-0.38971,1.4767,1.1682,0
0,1.1524,2.2959,0.36299
-1.1524,0,1.1619,-0.98354
-2.2959,-1.1619,0,-2.4485
-0.36299,0.98354,2.4485,0
0,-0.022921,-0.18517,0.42938
0.022921,0,-0.15446,0.43128
0.18517,0.15446,0,0.56288
-0.42938,-0.43128,-0.56288,0
0,0.21073,1.0196,0.62163
-0.21073,0,0.79207,0.3873
-1.0196,-0.79207,0,-0.46082
-0.62163,-0.3873,0.46082,0
0,0.57488,1.0534,0.53416
-0.57488,0,0.39277,-0.11904
-1.0534,-0.39277,0,-0.58358
-0.53416,0.11904,0.58358,0
0,-0.22751,-0.084588,0.2612
0.22751,0,0.09771,0.48591
0.084588,-0.09771,0,0.26221
-0.2612,-0.48591,-0.26221,0
0,2.0723,1.7526,0.38971
-2.0723,0,-0.39578,-1.4767
-1.7526,0.39578,0,-1.1682
-0.38971,1.4767,1.1682,0
0,1.1524,2.2959,0.36299
-1.1524,0,1.1619,-0.98354
-2.2959,-1.1619,0,-2.4485
-0.36299,0.98354,2.4485,0
0,-0.5532,-0.13306,-0.59936
0.5532,0,0.46976,0.11074
0.13306,-0.46976,0,-0.49599
0.59936,-0.11074,0.49599,0
0,0.67749,0.43415,0.087617
-0.67749,0,-0.27381,-0.5852
-0.43415,0.27381,0,-0.33983
-0.087617,0.5852,0.33983,0
0,-0.022921,-0.18517,0.42938
0.022921,0,-0.15446,0.43128
0.18517,0.15446,0,0.56288
-0.42938,-0.43128,-0.56288,0
0,0.21073,1.0196,0.62163
-0.21073,0,0.79207,0.3873
-1.0196,-0.79207,0,-0.46082
-0.62163,-0.3873,0.46082,0
0,0.053243,0.44375,0.3372
-0.053243,0,0.46673,0.33653
-0.44375,-0.46673,0,-0.10274
-0.3372,-0.33653,0.10274,0
0,0.57488,1.0534,0.53416
-0.57488,0,0.39277,-0.11904
-1.0534,-0.39277,0,-0.58358
-0.53416,0.11904,0.58358,0
0,1.3691,0.97829,0.83117
-1.3691,0,-0.3053,-0.52916
-0.97829,0.3053,0,-0.17844
-0.83117,0.52916,0.17844,0
0,0.61153,0.16286,0.58909
-0.61153,0,-0.35872,-0.013037
-0.16286,0.35872,0,0.34355
-0.58909,0.013037,-0.34355,0
0,-0.022921,-0.18517,0.42938
0.022921,0,-0.15446,0.43128
0.18517,0.15446,0,0.56288
-0.42938,-0.43128,-0.56288,0
0,1.0926,2.1625,0.69843
-1.0926,0,0.9664,-0.51784
-2.1625,-0.9664,0,-1.6488
-0.69843,0.51784,1.6488,0
0,-0.23513,0.53249,0.21188
0.23513,0,0.76438,0.44277
-0.53249,-0.76438,0,-0.30986
-0.21188,-0.44277,0.30986,0
0,0.3537,0.47421,0.344
-0.3537,0,0.25222,0.10486
-0.47421,-0.25222,0,-0.10157
-0.344,-0.10486,0.10157,0
0,0.21073,1.0196,0.62163
-0.21073,0,0.79207,0.3873
-1.0196,-0.79207,0,-0.46082
-0.62163,-0.3873,0.46082,0
0,0.053243,0.44375,0.3372
-0.053243,0,0.46673,0.33653
-0.44375,-0.46673,0,-0.10274
-0.3372,-0.33653,0.10274,0
0,0.57488,1.0534,0.53416
-0.57488,0,0.39277,-0.11904
-1.0534,-0.39277,0,-0.58358
-0.53416,0.11904,0.58358,0
0,2.0723,1.7526,0.38971
-2.0723,0,-0.39578,-1.4767
-1.7526,0.39578,0,-1.1682
-0.38971,1.4767,1.1682,0
0,1.1524,2.2959,0.36299
-1.1524,0,1.1619,-0.98354
-2.2959,-1.1619,0,-2.4485
-0.36299,0.98354,2.4485,0
