key,SSArat,treatments,hemisphere,broad,stimtype,vocd,PIRd,vocZ,PIRZ,vocFR,PIRFR,BL_FR
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&95&13&good,0.278462674876941,T1,L,1,CON,0.929716167044762,-0.0902124571767984,0.676811641273726,-0.157111092399193,4.53540717387813,-0.41025641025641,0.0512820512820511
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&102&3&good,0.167652859960552,T1,L,1,CON,0.485246038669539,0.583682279633413,0.358239427163116,0.320018971499602,1.20256309714783,1.2,0.14
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&106&14&good,0.322967533324535,T1,L,1,CON,1.9736794592379,0.193705394276773,1.3391537349435,0.173343190202605,9.03490420291154,1.92,1.28
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&108&8&good,0.22118821533018,T1,L,0,CON,0.96885821333404,-0.213230388696877,0.456112772796584,-0.114836251825777,2.47048168954778,0.0800000000000001,0.58
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&112&8&good,0,T1,L,1,CON,0.219728231963054,0.142898531247824,0.134829407617939,0.0698155508287264,0.514845788359404,0.4,0.24
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&122&3&good,0.0811735432127958,T1,L,1,CON,4.08050538042348,0.125972804261939,2.4212028016859,0.053061759209657,31.0357338281337,2.24,1.58
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&123&8&good,0.274048181388758,T1,L,1,CON,0.730582339717671,0.145243411272159,0.470567761573224,0.0862920303576988,2.65610553365043,1.44,1.12
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&127&15&good,0.0763690244895857,T1,L,0,CON,2.11211644707782,0.285259937221704,1.36026615572398,0.178438210894706,11.7522104213817,1.92,0.58
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&22&3&good,0.0644675673145924,T1,L,0,CON,3.62480135662108,1.28334121479924,1.85204457789499,0.37958882394575,8.3235430784089,2.16,0.0600000000000001
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&83&1&good,0,T1,L,1,CON,2.22453112883426,1.2802306818357,1.18722435107994,0.3772322687522,3.86412157412797,1.52,0.22
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&96&3&good,NaN,T1,L,0,CON,-0.468131642433507,-0.282842712474619,-0.343493950453678,NaN,-0.0212516917865266,0,0.02
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&106&3&good,2.06292340555386,T1,L,1,CON,3.44055374211444,0.162850690842875,1.64997713781288,0.0582916735238126,6.38333297418971,0.266666666666667,0.0999999999999999
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&159&7&good,0.969571837710844,T1,L,0,CON,4.36940646338204,0.994175080421386,3.11238043267492,0.533482694035735,24.7770735199531,1.46666666666667,-3.86666666666667
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&161&15&good,0.707940747935891,T1,L,1,CON,2.08166553337084,1.11910172164925e-16,1.19237277160151,-0.13632244134472,6.15312376119181,-0.133333333333333,-0.133333333333333
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&165&1&good,1.01650780011055,T1,L,0,CON,5.75657464960205,1.58107312678338,4.085492073616,0.587281967110684,36.7457018009006,4.8,-3.33333333333333
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&170&7&good,Inf,T1,L,1,CON,1.4403724732532,-0.0818971354330321,1.25923231572413,-0.0143205478716237,1.42694946873237,-0.133333333333333,-0.0666666666666667
DJPComb_mdx 11 1 18_181101_221336_Kilosort&69&10&good,0.0833333333333333,T1,R,1,WN,0.345518326894939,-0.45691088812835,0.129715040761367,-0.137422336639376,1.07427099326488,-2.22222222222222,-0.666666666666667
DJPComb_mdx 11 1 18_181101_221336_Kilosort&71&9&good,1.66666666666667,T1,R,0,WN,0.189940919552676,-1.60625906491452,0.0462791094384623,-0.49546612293486,0.437665960219026,-3.02222222222222,-0.155555555555555
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&100&15&good,1.33333333333333,T1,R,1,WN,0.135549737427033,-2.56385126973725,-0.145085901792444,-0.489323984502513,0.0596817218480492,-1.2,-0.0666666666666667
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&101&13&good,1,T1,R,0,WN,-0.6496126755652,-0.529019977768688,-0.311014342038115,-0.133282952472544,-0.775862384024637,-0.266666666666667,-0.0333333333333333
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&108&7&good,NaN,T1,R,1,WN,0.369576469098532,1.23594984382899,0.361741221330172,0.481279499248479,0.119363443696098,0.266666666666667,0
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&27&13&good,1.66666666666667,T1,R,1,WN,-0.0911941180425617,-0.727997991732448,-0.0552937581658631,-0.192654888184049,-0.238726887392196,-0.533333333333333,-0.1
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&56&13&good,2.25,T1,R,0,WN,-0.992727399348984,-0.895457044180428,-0.451719287050419,-0.21388304596981,-1.07427099326488,-0.266666666666667,0.233333333333333
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&87&7&good,0,T1,R,1,WN,1.02916462952745,3.32987758495762,0.722916864481147,0.658702124604515,0.238726887392196,1.33333333333333,-0.566666666666667
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&93&9&good,0,T1,R,1,WN,0.212924659855934,0.305702762916503,0.174430483095292,0.124098825593123,0,0,-0.133333333333333
DJPComb_mdx 11 4 18 trial 2 moved_181104_212837_Kilosort&66&10&good,0.102564102564103,T1,R,1,WN,0.469739749214461,-0.725752525253483,0.336403692870907,-0.267505355107522,2.14854198652976,-0.72,0.44
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&13&9&good,0.533607545616279,T1,L,1,WN,1.43462426695941,-0.104588506490872,1.07182412760318,0.0129213030396391,3.72560670744906,-0.175109443402126,0.0437773608505316
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&135&7&good,2.66740282887894,T1,L,0,WN,1.34199651238825,-1.97955586944318,1.06870516021188,-0.711630879889273,6.13642804932844,-7.58223889931207,0.0919324577861165
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&138&4&good,0.469079939668175,T1,L,0,WN,5.24238603269719,0.357773950759338,2.32615471472893,0.134273283199009,28.6630156004136,0.455284552845528,-0.440900562851782
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&143&8&good,0.379670947771781,T1,L,0,WN,1.74919458020515,-1.85885513117258,1.84757470913467,-0.691845404492229,19.8163232744205,-15.06191369606,0.0700437773608478
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&147&9&good,5.08928571428572,T1,L,1,WN,-0.0260523497194923,0.170263308378388,-0.0170097829975735,-0.0220418813504033,-0.268954151694312,-0.0925578486554096,-0.239524702939337
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&31&10&good,0.42538173728385,T1,L,1,WN,0.37494388628136,-0.350907113947168,0.280503568767652,-0.217062663346097,0.336966577355824,-0.370231394621639,-0.0856785490931832
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&54&3&good,1.68065761018914,T1,L,0,WN,2.61851042360709,-2.13546356133616,1.1278134701771,-0.907396014554815,5.71820667625754,-2.30143839899937,0.567854909318324
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&63&13&good,1.1271708127234,T1,L,0,WN,2.85292574261793,0.930011683935873,1.48308597544874,0.202966564361048,5.21812841974247,1.26328955597248,0.115697310819262
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&70&10&good,0.610173544905148,T1,L,1,WN,-0.388869374901857,0.823321989329581,-0.2712310959826,0.387343113872132,-1.89897062121013,0.470293933708568,-1.11069418386492
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&72&3&good,0.87105457426313,T1,L,1,WN,0.754452506811372,-1.55338384644101,0.55111976835729,-0.762365063751375,2.93858835028221,-1.97873671044403,1.09505941213258
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&79&10&good,0.207491151936569,T1,L,0,WN,2.31169949373193,-0.13178914096272,1.87431479066339,-0.295165901372514,7.91125136433265,-1.51344590368981,-1.12883051907442
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&88&15&good,0.369601874570977,T1,L,0,WN,2.93378048350822,2.18697565369787,1.49737855059395,0.66261504086425,27.7596722899515,8.86303939962477,-0.653533458411507
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&89&14&good,0.5,T1,L,1,WN,0.244313778112191,-0.614614417291594,0.141928646783717,-0.384375661688264,0.396839852281612,-0.0975609756097561,0.226391494684178
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&95&13&good,0.278462674876941,T1,L,1,WN,0.417016590650919,-0.441033503503045,0.248549673621121,-0.323087473519254,3.2962680303864,-0.450281425891182,1.44965603502189
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&102&3&good,0.167652859960552,T1,L,1,WN,-0.0498754297322896,-1.14984709749306,-0.0257879403494251,-0.26169571426273,0.199485862027196,-1.36,0.3
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&106&14&good,0.322967533324535,T1,L,1,WN,2.18283611224866,-0.910554479054559,1.58244258812606,-0.279473157444775,11.1748252486522,-0.56,2.22
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&108&8&good,0.22118821533018,T1,L,0,WN,0.656389987327386,-0.41200867228492,0.240606054614867,-0.213407224131141,2.23060060130394,0,0.92
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&112&8&good,0,T1,L,1,WN,0.581893998243126,0.138863978401673,0.391505487157609,0.173636621387814,1.03654603248099,0.48,0.34
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&122&3&good,0.0811735432127958,T1,L,1,WN,4.01480439078608,-0.0523875692275206,2.36894509039874,-0.0168628237627746,31.0914200653433,1.84,2.08
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&123&8&good,0.274048181388758,T1,L,1,WN,0.552979433075169,-0.359957743968141,0.455196946166932,-0.157668834899819,2.64739024625522,0.56,1.38
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&127&15&good,0.0763690244895857,T1,L,0,WN,3.45154652670333,-0.324054847378251,2.1746473591195,-0.128923364919045,17.7054387282108,-1.04,0.5
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&22&3&good,0.0644675673145924,T1,L,0,WN,3.63155483120541,1.16880527572151,1.91752546418387,0.215736181859462,8.9449770933321,2,0.58
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&83&1&good,0,T1,L,1,WN,2.92394661250824,0.0942296366698271,1.74111756486112,-0.0175229017012263,4.63098573160067,0.0800000000000001,-0.02
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&96&3&good,NaN,T1,L,0,WN,-0.282842712474619,-0.282842712474619,NaN,NaN,0,0,0.02
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&106&3&good,2.06292340555386,T1,L,1,WN,3.87606630816427,-0.0319115624570968,2.16997229980869,-0.0289229527866546,7.29055382537839,0.133333333333333,0.166666666666667
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&159&7&good,0.969571837710844,T1,L,0,WN,3.58712260333039,-0.0611009572431481,2.23060659063174,-0.0667826297526959,20.2182432142955,-1.46666666666667,-1.16666666666667
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&161&15&good,0.707940747935891,T1,L,1,WN,2.876111540482,-0.0327367153988785,1.88462248072444,-0.133160008645357,8.39073672286439,-0.4,-0.333333333333333
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&165&1&good,1.01650780011055,T1,L,0,WN,6.74307320958335,-0.125182177804617,4.33151675926734,-0.0233714062179339,43.0445579916371,-0.666666666666666,-0.0666666666666664
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&170&7&good,Inf,T1,L,1,WN,2.08329408785383,-0.490066966311727,1.27901069101926,-0.148148028403006,1.85549690005692,0,0.333333333333333
DJPComb_mdx 11 1 18_181101_221336_Kilosort&69&10&good,0.0833333333333333,T1,R,1,BOS_REV,0.163141528345445,0.296138409747482,-0.173362159100221,0.107800006134954,0.119363443696099,0.177777777777778,-0.644444444444444
DJPComb_mdx 11 1 18_181101_221336_Kilosort&71&9&good,1.66666666666667,T1,R,0,BOS_REV,-0.012642703685939,0.140969963577026,-0.0924823043070813,0.172172253447463,0.159151258261464,0.444444444444444,0.2
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&100&15&good,1.33333333333333,T1,R,1,BOS_REV,0.784659679017282,-1.24619639883964,0.522668163148585,-0.267766516421602,0.477453774784392,-0.8,-0.333333333333333
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&101&13&good,1,T1,R,0,BOS_REV,-0.39903809651838,1.73738154233775,-0.209394244568113,0.453741531204581,-0.477453774784392,0.666666666666667,-0.0666666666666667
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&108&7&good,NaN,T1,R,1,BOS_REV,0.0153522173357743,-0.274008952680141,0.0165722374415325,-0.0217726596723126,-0.059681721848049,-0.133333333333333,-0.0666666666666667
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&27&13&good,1.66666666666667,T1,R,1,BOS_REV,0.263038734200046,-1.84911561428156,0.101845719579619,-0.337806771978885,0.358090331088294,-1.06666666666667,0
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&56&13&good,2.25,T1,R,0,BOS_REV,-0.325207675124755,-0.562974147461836,-0.129219674901775,-0.152948174918272,-0.298408609240245,-0.266666666666667,0.0666666666666668
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&87&7&good,0,T1,R,1,BOS_REV,0.374167476372679,0.247495707866907,0.250813509949503,0.103492700359688,0.059681721848049,-0.133333333333333,-0.266666666666667
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&93&9&good,0,T1,R,1,BOS_REV,0.252632738200751,1.0558005089574,0.144440966023266,0.476973534113463,0.119363443696098,0.266666666666667,0
DJPComb_mdx 11 4 18 trial 2 moved_181104_212837_Kilosort&66&10&good,0.102564102564103,T1,R,1,BOS_REV,0.419659485562973,0.26858876364132,0.100756643583249,0.208089727149912,1.28912519191786,0.4,-0.04
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&13&9&good,0.533607545616279,T1,L,1,BOS_REV,1.80382398290256,-0.878483415388288,1.34146845929466,-0.19200136355409,4.72155953184967,-1.83364602876798,-0.00500312695434646
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&135&7&good,2.66740282887894,T1,L,0,BOS_REV,1.98541263463734,-3.21535820243037,1.36685540487177,-1.33303426791292,7.81728705070534,-13.1432145090682,-0.664165103189493
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&138&4&good,0.469079939668175,T1,L,0,BOS_REV,3.42559116386783,-8.41842882296676,0.817658590866728,-1.54885727399007,19.4322045611544,-19.4471544715447,-0.514071294559099
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&143&8&good,0.379670947771781,T1,L,0,BOS_REV,1.62929309420782,-7.42109305745723,0.769419737198997,-2.28093878473091,13.2277131415388,-60.8180112570356,-1.66166353971232
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&147&9&good,5.08928571428572,T1,L,1,BOS_REV,-0.0440341212430288,-0.689805810307062,-0.0322825701732661,-0.358310583468373,0.213449102217302,-0.190118824265166,0.248280175109443
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&31&10&good,0.42538173728385,T1,L,1,BOS_REV,0.128127678268741,-0.272030749845601,0.0783381798043335,-0.136774874952747,0.331400232516868,0.0200125078173858,0.207004377736085
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&54&3&good,1.68065761018914,T1,L,0,BOS_REV,1.65660542811183,-4.3549144280578,0.808656278790685,-1.45757609874135,3.96501551323337,-5.71607254534084,0.299562226391495
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&63&13&good,1.1271708127234,T1,L,0,BOS_REV,1.50467905518798,-4.01277399048389,0.989818923694951,-0.676732106072524,3.18080790814682,-4.59036898061288,0.213258286429018
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&70&10&good,0.610173544905148,T1,L,1,BOS_REV,0.21724377457143,-0.303614220005937,0.195925776442547,-0.126408163414446,0.314658437249908,-0.505315822388993,-0.0619136960600373
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&72&3&good,0.87105457426313,T1,L,1,BOS_REV,0.323778655211016,-1.31324304517706,0.163226583081285,-0.656198434019008,1.52048540148249,-1.68605378361476,0.802376485303315
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&79&10&good,0.207491151936569,T1,L,0,BOS_REV,1.82620159391448,-2.5477906244154,1.51112091739542,-1.11241104458433,5.87018378344747,-7.46466541588493,-1.05565978736711
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&88&15&good,0.369601874570977,T1,L,0,BOS_REV,1.95232839759324,-7.55182589568256,0.283856230987627,-1.62086406127403,16.7402756030972,-32.2101313320826,-1.3364602876798
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&89&14&good,0.5,T1,L,1,BOS_REV,-0.0439330258075521,-0.566859728383337,0.00491777463912235,-0.48514222839849,-0.00525355711291364,-0.292682926829268,0.0312695434646655
DJPComb_mdy 11 17 18 new idea trial 1_181117_112506_Kilosort&95&13&good,0.278462674876941,T1,L,1,BOS_REV,-0.467230799914924,-1.42644628519251,-0.327308764878572,-0.930941382496433,-0.211416513949944,-4.64540337711069,1.96185115697311
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&102&3&good,0.167652859960552,T1,L,1,BOS_REV,0.135201037711262,-1.70640560252282,0.126943155130102,-0.338255139546736,0.692386399693248,-2.32,0.4
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&106&14&good,0.322967533324535,T1,L,1,BOS_REV,0.932946409216502,-3.74869943003164,0.630031458934531,-1.20488986233934,4.51849571132029,-11.6,0.8
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&108&8&good,0.22118821533018,T1,L,0,BOS_REV,-0.103220844964393,-1.37680753210418,-0.0510823777944864,-0.658838099353056,0.302963542323971,-2.8,0.54
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&112&8&good,0,T1,L,1,BOS_REV,-0.491982666977381,-1.21519310766387,-0.516528522492601,-0.450290663288453,-0.0456754341205003,-0.64,0.52
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&122&3&good,0.0811735432127958,T1,L,1,BOS_REV,3.46874050536323,-6.00356650756955,2.06657433747627,-1.74952810820264,28.1889113725214,-28,2.24
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&123&8&good,0.274048181388758,T1,L,1,BOS_REV,0.00292206990999968,-1.28568512574434,0.121327368152044,-0.45139733488592,0.62688041524436,-2.32,0.62
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&127&15&good,0.0763690244895857,T1,L,0,BOS_REV,1.32537926941768,-3.35649377111633,0.629981069259152,-1.36570751868048,7.83268657661542,-14,1.04
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&22&3&good,0.0644675673145924,T1,L,0,BOS_REV,2.74384140809798,-4.98528323055861,1.4765485503714,-1.03861132295188,7.23475635702336,-5.84,0.48
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&83&1&good,0,T1,L,1,BOS_REV,1.73056515938918,-2.36600848943734,0.702532062548231,-0.490262394235162,2.70775211737819,-2.72,-0.1
DJPComb_mdy 11 29 18 new idea trial 1_181129_145455_Kilosort&96&3&good,NaN,T1,L,0,BOS_REV,-0.254963594817876,0,-0.20221043381844,0,-0.0334164532919176,0,0
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&106&3&good,2.06292340555386,T1,L,1,BOS_REV,2.54541816565488,-3.62802855041015,0.999659625613758,-1.03513049848595,4.94651010554789,-3.73333333333333,0.0999999999999999
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&159&7&good,0.969571837710844,T1,L,0,BOS_REV,0.830114836211203,-6.22484219369174,-0.170061850003941,-2.33817464620199,6.63675241953491,-28,1.83333333333333
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&161&15&good,0.707940747935891,T1,L,1,BOS_REV,1.19107526188759,-3.88871772395544,0.300046150704239,-1.19405897614059,4.16884736675607,-6.4,0.666666666666667
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&165&1&good,1.01650780011055,T1,L,0,BOS_REV,3.32775541838975,-8.68557591482847,1.27797738108134,-3.06637683013127,20.7679780690722,-41.8666666666667,0.233333333333333
DJPComb_mdy 12 4 18 new idea trial 1_181204_182422_Kilosort&170&7&good,Inf,T1,L,1,BOS_REV,0.396054116046525,-2.13956026341989,0.117736311944251,-0.457338047064857,0.646791662678259,-1.06666666666667,0.333333333333333
DJPComb_mdx 11 1 18_181101_221336_Kilosort&69&10&good,0.0833333333333333,T2,R,1,CON,1.21229660514574,-0.855125434804254,0.571431885280486,-0.436783086716639,4.45623523132099,-1.95555555555556,0.222222222222222
DJPComb_mdx 11 1 18_181101_221336_Kilosort&71&9&good,1.66666666666667,T2,R,0,CON,1.36914886619715,-1.11237589366186,0.686225491275656,-0.288516229463777,3.62069112544831,-0.977777777777778,0.133333333333333
DJPComb_mdx 11 17 18 habit_181107_204711_Kilosort&100&15&good,1.33333333333333,T2,R,1,CON,0.135112128072539,0.510417785534041,0.0128039570886676,0.0353257188324043,0.19893907282683,0.266666666666667,0.0666666666666667
